oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
Ingeniero Preventa,"Santiago Centro, R.Metropolitana",Gtd,1300000.0,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Gtd, compañía de Telecomunicaciones y servicios TI, se encuentra buscando un Ingeniero Preventa, quien estará encargado de diseñar y preparar propuestas técnicas para los proyectos de mediana y alta complejidad, de acuerdo a las necesidades que se levanten desde el cliente, con el fin de transmitir con claridad los atributos técnicos de nuestras soluciones.Funciones principales:- Participar en reuniones de preventa con clientes para hacer levantamiento de requerimientos como apoyo a las áreas comerciales.- Realizar soluciones de servicios de telecomunicaciones (WAN, Telefonía y Seguridad perimetral) y servicios TI.- Evaluar proyectos desde el punto de vista técnico y económico.- Preparar propuestas técnicas, cotizaciones del servicio con los distintos proveedores/marcas, actualizar propuestas, realizar presentaciones de los proyectos a los clientes y posterior seguimiento a los proyectos presentados.- Validar técnicamente algunas soluciones con las plataformas y áreas técnicas respectivas e interactuar con la Gerencia de Productos para poder dar soluciones a medida.- Apoyar técnicamente a las áreas comerciales en los conocimientos de infraestructura.- Realizar reuniones de kick-off y presentación de los proyectos adjudicados, según lo amerite.Requisitos:- Título profesional de Ingeniero Eléctrico, Electrónico, en Telecomunicaciones o carrera afín.- Al menos 1 año de experiencia relacionada al cargo, en soluciones de diseño wan, lan y seguridad.- Deseable dominio de inglés intermedio en lectura.- Deseable curso o conocimientos de CCNA.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-preventa-en-santiago-centro-809BF85806F8080761373E686DCF3405,2020-09-06
Ingeniero en Medioambiente,"Antofagasta, Antofagasta",XinerLink,,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Importante planta productiva ubicada en la ciudad de mejillones requiere contratar Ingeniero en Medioambiente por periodo inicial de reemplazo. Principales Funciones:-          Asegurar el cumplimiento legal de las exigencias ambientales respecto a residuos industriales, para asegurar la operación de la compañía, generando ahorros y reduciendo costos de manejo de residuo-          Liderar, planificar y gestionar las actividades relacionadas con la implementación y mantención del pan de residuos-          Administrar los contratos para el manejo de residuos industriales de la compañía-          Supervisar el servicio de retiro y traslado de residuos-          Otras funciones atingentes al cargo Requisitos:-          Titulado de: Ingeniero en medioambiente; Ingeniero en prevención de riesgos calidad y ambiente o carrera afín-          Experiencia mínima de tres años en empresas del rubro logístico o producción o prevención de riesgosJornada: Turnos rotativosRenta: Según pretensiones de renta líquida mensual",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-medioambiente-para-planta-productiva-en-antofagasta-68605CFAA9D5A69D61373E686DCF3405,2020-09-06
Ingeniero especialista,"Santiago Centro, R.Metropolitana",No Informa,,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa de servicios con presencia a nivel nacional, se encuentra en búsqueda de un Ingeniero para su gerencia de Recursos Humanos.Sus funciones a realizar constan de:- Manejo de control de gastos nivel compañia.- Control de sistemas de incentivos.- Reporterías y cruces de información de dotación y presupuestos.- Análisis y elaboración de proyectos de mejora para diversos procedimientos del área de recursos humanos.entre otras..Requisitos:- Titulado de Ingeniería en Administración, Industrial o carrera a fin.- Deseable al menos un año de experiencia.- Manejo de Excel avanzado (comprobable)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-especialista-recursos-humanos-en-santiago-centro-4D6A831C9D6AA7B461373E686DCF3405,2020-09-06
Ingeniero/a Químico,"Antofagasta, Antofagasta",Adecco Chile,1000000.0,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa del rubro de producción se encuentra en búsqueda de Ingeniero/a Químico Junior para desarrollar funciones en la ciudad de MejillonesFunciones principales: Velar por la constante revisión de los procesos de mejoras y herramientas de gestión que aseguren mayores estándares de calidad y productividad en la planta de la compañía. Liderar en terreno actividades . Proponer y apoyar en mejoras al área de operaciones. Planificar las actividades de producción y coordinar el abastecimiento de productos. Supervisar el proceso de producción en todas sus etapas, para asegurar el funcionamiento adecuado de la instalación y cumplir normativa legal e interna Asegurar el cumplimiento de los controles a procesos claves del Área y mantener actualizados los procedimientos asociadosRequisitos: Titulado/a en Ingeniería Química o Medio Ambiental Entre 1 o 2 años de experiencia Residencia en Mejillones o Antofagasta Licencia de conducir Clase B",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-quimico-planta-de-produccion-en-antofagasta-4661D0F3F64AEA3C61373E686DCF3405,2020-09-06
Ingeniero en Medioambiente,"Antofagasta, Antofagasta",XinerLink,,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Importante planta productiva ubicada en la ciudad de mejillones requiere contratar Ingeniero en Medioambiente por periodo inicial de reemplazo. Principales Funciones:-          Asegurar el cumplimiento legal de las exigencias ambientales respecto a residuos industriales, para asegurar la operación de la compañía, generando ahorros y reduciendo costos de manejo de residuo-          Liderar, planificar y gestionar las actividades relacionadas con la implementación y mantención del pan de residuos-          Administrar los contratos para el manejo de residuos industriales de la compañía-          Supervisar el servicio de retiro y traslado de residuos-          Otras funciones atingentes al cargo Requisitos:-          Titulado de: Ingeniero en medioambiente; Ingeniero en prevención de riesgos calidad y ambiente o carrera afín-          Experiencia mínima de tres años en empresas del rubro logístico o producción o prevención de riesgosJornada: Turnos rotativosRenta: Según pretensiones de renta líquida mensual",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-medioambiente-para-planta-productiva-en-antofagasta-5DD77D84369CD31E61373E686DCF3405,2020-09-06
Ingeniero en Recursos Humanos," Las condes, R.Metropolitana",Adecco Chile,900000.0,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Para importante cliente del rubro de telecomunicaciones, requerimos incorporar un Analista de Recursos Humanos  que realice las siguientes funciones: (Reemplazo 1 mes app)-Notificar a la autoridad gubernamental pertinente sobre una nueva contratación, licencia o despido.-Emitir y enviar certificados de trabajo -Preparar nóminas-Recibir e interpretar nuevos cambios de contratación o salario. -Calcule el salario bruto y las asignaciones, si corresponde realizar los cambios en payroll. -Actualizar archivo de empleados -Prepare la nómina, incluyendo  (horas trabajadas, horas extra, bonificaciones, etc.Perfil Profesional: Ingeniero en recursos humanosExperiencia previa de al menos 3 años en empresas de gran envergadura. Idealmente manejo de Sap Condiciones laborales: Fecha de ingreso: 7 de Septiembre 2020 (remoto y disponibilidad para trabajar presencialmente)Sueldo liquido 900.000 proporcional a los dias trabajados Lugar de trabajo: Providencia",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-recursos-humanos-reemplazo-1-mes-en-santiago-las-condes-F433DBB8F29BBB3861373E686DCF3405,2020-09-06
Ingeniero Senior iOS," Providencia, R.Metropolitana",No Informa,,5.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,Para una importante empresa multinacional con sede en Chile buscamos un Ingeniero de Software iOS responsable de diseñar y desarrollar aplicaciones móviles en la Plataforma iOS. Será encargado de la planificación técnica y la implementación de las nuevas funciones y capacidades de iOS.Conocimientos y habilidades requeridas:Más de 3 años de experiencia en el desarrollo de aplicaciones móviles iOS.Más de 5 años de experiencia en desarrollo de software en cualquier lenguaje o plataforma de programación.Conocimiento profundo en diseño y desarrollo de iOS.Gran conocimiento de los patrones de diseño de iOS.Responsable directo de una o más aplicaciones iOS para consumidores implementadas.Experiencia probada en la creación de aplicaciones móviles de nivel empresarial.Inglés: capaz de comprender y expresar ideas.,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-senior-ios-ingles-intermedioavanzado-en-santiago-providencia-D5F8FC5B4499C49A61373E686DCF3405,2020-09-06
Ingeniero Proyectos Salud Digital," Providencia, R.Metropolitana",No Informa,1200000.0,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante institución de salud, se encuentra en la búsqueda de Ingeniero de Proyectos de Salud Digital SIDRAEntre los objetivos del cargo:Liderar proyectos de reingeniería de procesos clínico-asistenciales con tecnologías de la información utilizando metodologías de gestión de proyectosSe requiere.Título Profesional de Ingeniero/a Civil Industrial, Ingeniero/a Civil Biomédico/a2 años de experiencia liderando proyectos tecnológicosExperiencia comprobada en Sistema de Información de Redes Asistenciales (SIDRA)Se ofrece:Renta $1.200.000 líquidosHorario lunes a viernes. 8.30 a 17.30Teletrabajo y presencial de requerirse",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-proyectos-de-salud-digital-experiencia-en-sidra-en-santiago-providencia-839E4C08A79CBEE961373E686DCF3405,2020-09-06
Ingeniero Plataformas VMWare NSX," Providencia, R.Metropolitana",No Informa,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa de tecnología se encuentra en la búsqueda de Ingeniero de Plataformas VMWare NSXSe requiere experiencia comprobada en:- Interface entre necesidades/proyectos y la operación- Toma, análisis, programa y puesta en servicio – transferencia a la operación- Plataformas VMWare NSX – Ownership para proyectos y entrega a la operación- Tecnologías de telecomunicaciones y IT (routing/switchinf, datacenter, aci, firewall, balancers, servers)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-plataformas-vmware-nsx-en-santiago-providencia-164DCCFF767AAB8A61373E686DCF3405,2020-09-06
Ingeniero Analista,"Santiago Centro, R.Metropolitana",Fuerza Laboral E.S.T. SPA,800000.0,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa ubicada en Santiago requiere personal para realizar las siguientes funciones:Gestión Nuevo Proceso de Cobranza:                                                                                         -          Elaboración base de comercios para proceso de cobranza.                                                                                         -          Envío, consolidación y mantención de reportes e indicadores de proceso de Cobranza.                                                                                         -          Gestión documental de evidencia de contacto e incobrabilidad.                                                                                         -          Validación y estandarización de reportes de gestión del proveedor.                                                                                         -          Elaboración de cuadro de control del proceso                                                                                         -          Validación de casos para facturación.                      -          Entre otrasSe requiere profesional ingeniero con conocimientos en operaciones y logística y Manejo de base de datos (Excel, Power BI, Access)     Se trabaja de lunes a viernes 08:30 a 18:30Se cancelan 800.000 líquido mensual",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-analista-santiago-en-santiago-centro-DBB53B1FBFB8F5F661373E686DCF3405,2020-09-06
Ingeniero en Alimentos x,"Antofagasta, Antofagasta",No Informa,,3.0,Si,Si,Jornada extraordinaria,contrato a plazo fijo,Universitaria,"Importante empresa prestadora de servicios a la minería, necesita incorporar Ingeniero en Alimentos  para desempeñarse en faena de la zona norte del país, como Asesor de Calidad.Sera responsable de la gestión global de calidad de todas las áreas de servicio desarrolladas en el contrato, planificando, coordinando, dirigiendo y supervisando la implementación y cumplimiento de las actividades destinadas al Aseguramiento de la Calidad, de acuerdo a las normas internacionales adoptadas por la empresa y aquellas exigidas por el cliente.Requisitos:Residencia entre Arica y La SerenaTitulo de Ingeniero/a en Alimentación (EXCLUYENTE)Experiencia de 03 años en cargos similaresExperiencia en implementación de sistemas de gestión de calidad, HACCP y normas ISOExperiencia con resoluciones sanitariasDisponibilidad para trabajar en jornada 10x10Disponibilidad para trabajar a gran altitud geograficaBuscamos a los mejores talentos para incorporarse a nuestra compañía independiente del género, orientación sexual, situación de discapacidad, nacionalidad, edad, cultura y origen. Como empresa nos comprometemos a proporcionar a todos nuestros/as colaboradores/as la mejor experiencia de vida laboral.Nos declaramos una empresa Diversa e Inclusiva.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-alimentos-10x10-faena-ii-region-en-antofagasta-5475BB2CB080700061373E686DCF3405,2020-09-06
